batch_id,plant_id,operator_shift,day_of_week,cement_brand,cement_kg_m3,slag_kg_m3,fly_ash_kg_m3,silica_fume_kg_m3,water_kg_m3,superplasticizer_kg_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,air_content_pct,slump_mm,mix_time_s,temperature_C,humidity_pct,curing_method,aggregate_type,nearby_traffic_count,sensor_noise_index,age_days,compressive_strength_mpa
550234,PLANT_03,day,0,,269.7,33.2,60.6,12.4,139.8,2.8,627.2,1068.3,2.61,175.0,161.0,29.5,70.0,air_cured,granite,4907,1.045,28,98.78
284662,PLANT_01,swing,4,A,300.3,13.5,22.2,10.59,187.1,3.19,694.6,865.9,1.0,102.0,130.0,17.1,60.0,steam_cured,limestone,3153,-0.57,56,99.69
441208,PLANT_01,swing,3,B,366.7,52.3,44.2,1.61,218.3,5.1,735.6,846.1,3.98,76.0,100.0,30.2,57.0,steam_cured,basalt,2545,1.289,28,105.21
661327,PLANT_02,swing,5,B,252.0,44.4,44.9,9.73,192.1,1.17,664.9,991.0,4.93,97.0,79.0,8.8,68.0,water_cured,basalt,25,-0.148,28,90.05
217239,PLANT_01,night,3,C,322.3,0.0,107.1,7.63,141.7,4.16,880.0,764.7,2.33,165.0,102.0,11.4,56.0,water_cured,gravel,3681,-0.471,28,110.0
160498,PLANT_03,swing,5,B,406.2,26.7,52.2,4.74,143.0,5.91,847.5,1121.1,1.0,121.0,98.0,14.1,33.0,air_cured,basalt,3520,-0.9,3,77.35
132211,PLANT_01,day,1,B,344.8,83.5,38.3,14.19,156.2,3.83,694.7,948.7,2.22,44.0,92.0,25.4,86.0,water_cured,gravel,474,0.076,3,88.12
758984,PLANT_04,day,0,A,417.3,106.5,3.8,0.0,178.9,6.11,613.9,816.3,1.24,181.0,99.0,13.5,63.0,sealed,gravel,3335,0.04,28,110.0
184698,PLANT_03,swing,0,A,409.4,51.3,71.1,5.42,180.6,6.68,716.7,813.5,2.13,114.0,97.0,11.3,62.0,steam_cured,limestone,4798,-0.401,365,110.0
541113,PLANT_02,day,6,A,330.5,53.2,22.8,0.0,143.2,5.81,705.3,1023.8,3.39,37.0,166.0,32.6,89.0,sealed,granite,2586,-1.012,1,77.02
531348,PLANT_01,swing,1,A,180.0,30.1,0.0,0.0,153.2,2.93,713.1,1020.1,1.0,127.0,73.0,19.1,56.0,water_cured,granite,4901,-2.199,28,83.32
114675,PLANT_03,day,0,B,252.6,22.4,26.2,0.0,154.7,3.93,676.2,872.4,5.65,82.0,136.0,30.4,73.0,water_cured,limestone,4209,-0.327,56,93.13
738689,PLANT_02,night,6,A,383.4,0.0,43.6,0.0,170.5,4.69,604.6,964.1,1.59,76.0,130.0,27.2,65.0,air_cured,basalt,945,-0.029,56,110.0
500962,PLANT_01,night,3,A,221.5,0.0,0.0,5.66,224.6,3.06,723.8,821.9,2.36,54.0,116.0,25.6,71.0,sealed,granite,1522,1.429,28,75.03
928682,PLANT_01,swing,6,A,307.1,11.4,29.7,2.58,151.7,2.99,681.4,943.8,1.36,84.0,149.0,28.8,54.0,air_cured,gravel,1237,0.02,28,93.42
346572,PLANT_04,day,4,A,353.7,99.7,31.8,2.84,150.6,2.87,691.2,1186.6,3.39,63.0,137.0,18.1,81.0,water_cured,granite,2346,1.072,28,110.0
997248,PLANT_02,swing,1,B,432.9,26.7,32.5,2.61,146.7,9.09,730.3,1250.0,5.64,82.0,123.0,11.9,97.0,water_cured,limestone,2071,-0.631,56,110.0
909009,PLANT_02,night,4,A,289.7,31.0,90.6,19.18,190.9,3.46,712.4,950.4,1.03,179.0,174.0,23.6,48.0,sealed,gravel,3281,-0.956,7,72.82
544078,PLANT_01,day,0,A,285.0,29.9,0.0,0.0,174.0,6.14,727.9,1040.5,3.07,10.0,50.0,17.5,79.0,water_cured,basalt,3803,-3.119,90,102.98
331604,PLANT_01,swing,4,A,326.3,118.5,126.5,0.0,152.6,2.26,676.3,1034.9,1.16,165.0,255.0,24.2,67.0,sealed,limestone,1616,-0.326,1,90.73
328535,PLANT_01,night,0,C,354.6,0.0,33.5,0.0,165.9,7.4,759.6,739.1,3.33,129.0,178.0,26.3,72.0,water_cured,gravel,3720,1.032,56,110.0
907158,PLANT_01,day,4,A,319.2,65.2,61.1,4.42,155.2,3.24,641.0,819.0,2.09,208.0,217.0,14.4,73.0,water_cured,granite,252,-2.14,3,84.9
530487,PLANT_03,day,2,A,403.4,46.2,40.8,9.12,182.4,4.11,600.3,655.8,3.87,138.0,87.0,15.9,42.0,water_cured,limestone,2220,-0.102,7,87.46
766862,PLANT_03,day,3,A,274.1,53.7,0.0,9.95,240.0,0.33,622.1,1042.9,2.52,123.0,122.0,19.4,51.0,sealed,gravel,3639,0.681,1,67.18
958066,PLANT_02,day,0,A,338.4,63.4,0.0,12.56,188.8,6.23,645.6,1250.0,7.88,49.0,132.0,28.9,61.0,water_cured,basalt,3766,-1.204,28,102.29
270235,PLANT_04,day,0,B,361.2,53.1,11.4,4.13,172.7,6.67,578.3,1129.2,1.37,76.0,104.0,14.5,87.0,steam_cured,limestone,4319,0.531,14,96.04
610858,PLANT_02,swing,3,A,302.0,93.6,79.7,1.83,158.4,1.63,533.8,986.2,1.0,66.0,126.0,32.8,60.0,water_cured,limestone,4162,-0.747,7,103.31
224730,PLANT_01,day,2,A,388.8,48.4,0.0,18.07,141.4,,775.4,966.5,1.27,101.0,130.0,8.5,73.0,water_cured,gravel,4896,1.643,28,110.0
750356,PLANT_01,day,4,A,340.4,145.9,0.0,0.0,193.3,1.33,860.2,930.7,1.29,196.0,78.0,31.3,66.0,air_cured,limestone,2221,-1.199,28,102.71
772361,PLANT_02,night,4,C,385.2,52.4,42.4,5.5,192.0,5.26,781.3,1128.4,1.88,107.0,154.0,21.7,66.0,air_cured,granite,1252,0.926,56,110.0
126160,PLANT_03,swing,3,B,343.6,0.0,56.3,8.44,163.3,3.42,666.9,1010.2,1.5,141.0,150.0,23.7,68.0,,limestone,4305,-2.156,90,110.0
501893,PLANT_04,day,0,A,356.3,85.1,54.9,19.99,205.3,6.67,531.2,988.7,2.37,81.0,94.0,24.0,50.0,air_cured,gravel,1527,0.882,28,103.68
132888,PLANT_01,day,3,A,285.7,71.6,0.0,0.0,175.5,4.5,741.1,825.5,1.0,69.0,75.0,5.0,62.0,water_cured,limestone,1750,-0.223,7,91.93
810846,PLANT_02,night,5,B,285.8,51.8,0.0,1.64,194.4,5.86,543.2,1064.2,1.49,87.0,124.0,18.0,58.0,water_cured,granite,4668,0.409,14,91.71
876334,PLANT_01,swing,2,A,415.7,35.7,59.3,0.0,182.4,6.48,710.5,959.0,1.48,60.0,89.0,19.0,64.0,water_cured,gravel,960,-1.613,90,110.0
830143,PLANT_01,day,0,A,374.5,0.0,99.5,0.0,170.6,3.42,632.0,1035.6,3.53,183.0,132.0,28.5,53.0,sealed,basalt,3153,-0.464,3,85.25
601607,PLANT_03,swing,0,A,258.4,0.0,19.5,3.36,151.1,3.94,469.1,1119.9,1.0,162.0,91.0,19.4,98.0,water_cured,granite,1427,0.742,28,95.68
999040,PLANT_01,swing,4,A,342.7,140.6,0.0,11.66,171.4,1.78,882.9,751.1,1.0,173.0,203.0,30.0,34.0,steam_cured,granite,3617,-0.1,180,110.0
251371,PLANT_03,day,5,A,180.0,17.8,15.7,14.65,196.1,3.4,581.9,938.6,2.05,44.0,94.0,32.8,35.0,water_cured,gravel,42,-0.724,180,101.13
336169,PLANT_03,swing,0,A,289.8,103.1,52.7,0.75,162.3,7.85,680.9,918.3,3.69,56.0,88.0,24.1,73.0,air_cured,granite,4690,1.421,28,98.56
394564,PLANT_01,swing,3,B,397.3,0.0,24.5,10.33,186.0,5.51,705.8,906.0,1.0,88.0,121.0,21.4,80.0,,gravel,728,0.035,28,110.0
168402,PLANT_01,swing,0,B,321.2,0.0,98.3,3.42,147.9,1.91,668.3,823.6,3.41,35.0,69.0,12.9,94.0,air_cured,limestone,1797,0.829,28,103.31
723957,PLANT_02,swing,0,B,338.3,87.3,76.6,9.45,194.5,7.26,771.1,878.1,3.04,92.0,89.0,24.5,60.0,water_cured,gravel,1839,-1.528,56,110.0
132059,PLANT_01,swing,0,B,180.0,44.4,43.3,14.24,182.8,4.78,638.5,826.2,1.9,38.0,67.0,17.9,65.0,water_cured,limestone,109,-0.27,1,54.14
138355,PLANT_03,day,6,B,302.5,79.6,0.0,3.45,144.9,5.66,762.0,1095.5,2.3,156.0,129.0,29.9,74.0,water_cured,limestone,3323,-0.834,7,89.14
765947,PLANT_03,swing,4,B,353.7,49.3,3.8,13.62,169.4,4.98,755.0,1032.8,4.21,69.0,166.0,9.9,90.0,water_cured,basalt,3238,-0.545,28,110.0
437497,PLANT_02,day,1,C,362.6,38.6,10.3,0.0,198.3,4.84,568.4,1023.1,1.28,113.0,103.0,15.4,41.0,water_cured,gravel,419,2.303,7,88.36
640626,PLANT_01,day,2,B,397.4,12.6,1.4,10.25,143.5,0.0,745.9,710.2,1.0,184.0,186.0,26.7,68.0,steam_cured,granite,3575,0.767,28,110.0
249926,PLANT_02,day,2,A,315.3,0.0,43.6,13.27,148.2,6.21,604.1,1250.0,3.06,137.0,89.0,32.2,77.0,sealed,limestone,1437,-0.103,28,104.52
961732,PLANT_03,day,3,B,318.4,127.1,44.5,12.44,173.3,0.0,591.8,922.8,2.87,139.0,102.0,25.2,59.0,air_cured,limestone,4123,-0.345,90,110.0
113418,PLANT_03,day,6,A,236.8,136.2,0.0,0.0,228.3,6.03,752.0,1224.2,1.0,146.0,164.0,29.1,73.0,sealed,gravel,2867,-1.42,56,90.46
707290,PLANT_01,swing,1,A,315.7,0.0,71.2,3.35,158.2,4.2,675.1,1084.9,5.81,122.0,154.0,21.5,54.0,sealed,limestone,1741,-1.138,28,101.84
416726,PLANT_04,day,2,A,241.7,0.0,35.7,7.42,187.4,5.67,761.0,947.6,2.73,117.0,141.0,32.2,87.0,water_cured,basalt,490,0.651,56,91.58
448990,PLANT_01,day,3,A,200.6,30.9,51.1,8.54,181.5,4.32,762.0,1250.0,1.0,,177.0,22.0,33.0,sealed,basalt,2334,-0.221,14,76.48
207001,PLANT_01,day,6,C,254.0,68.7,68.5,5.93,160.3,6.09,562.9,1059.4,2.9,121.0,118.0,23.9,60.0,steam_cured,basalt,1498,-0.477,28,96.04
109605,PLANT_03,swing,2,C,435.6,40.0,0.5,16.43,179.0,4.03,801.5,948.0,2.62,49.0,133.0,21.8,75.0,water_cured,limestone,3433,-2.41,7,105.73
378814,PLANT_02,day,3,B,311.1,77.5,91.7,0.0,163.8,,751.4,925.2,1.44,95.0,95.0,18.5,60.0,water_cured,basalt,1143,-0.222,90,110.0
120474,PLANT_01,day,6,A,345.4,47.3,28.6,3.08,166.1,4.81,655.5,1124.5,2.28,83.0,235.0,23.4,80.0,water_cured,gravel,3068,2.626,56,110.0
206772,PLANT_02,day,3,A,294.1,43.7,103.1,0.0,133.5,7.76,705.1,904.9,2.29,225.0,103.0,22.2,66.0,sealed,basalt,953,0.624,90,110.0
388439,PLANT_04,day,3,A,204.7,182.7,0.0,9.97,174.4,5.2,804.6,927.0,2.1,144.0,111.0,23.6,70.0,sealed,granite,2455,-0.476,90,108.85
492682,PLANT_03,day,2,B,395.5,21.1,99.7,9.44,197.5,1.37,684.8,896.4,1.96,86.0,129.0,5.0,75.0,water_cured,limestone,189,0.172,180,110.0
740770,PLANT_03,day,3,A,180.0,140.2,0.0,31.79,176.4,2.87,950.0,874.2,2.64,71.0,152.0,14.3,64.0,water_cured,basalt,4809,-0.668,7,67.01
268538,PLANT_03,day,3,A,291.2,129.6,149.7,13.21,202.3,5.2,884.0,882.8,2.35,39.0,151.0,16.8,35.0,water_cured,basalt,4665,1.847,90,110.0
535744,PLANT_02,swing,1,B,326.2,77.7,0.0,7.65,189.5,6.52,732.8,1228.1,1.29,158.0,50.0,10.0,97.0,water_cured,limestone,1356,0.923,28,103.6
402776,PLANT_01,day,1,A,346.1,0.0,82.5,7.04,173.5,2.56,694.9,1121.1,1.0,85.0,223.0,13.9,90.0,water_cured,basalt,4629,0.265,28,108.06
400156,PLANT_02,day,0,B,279.1,51.7,18.7,2.47,159.3,8.48,699.7,1012.9,2.27,51.0,211.0,25.3,78.0,sealed,gravel,839,-0.67,28,97.37
851729,PLANT_03,day,0,C,201.3,21.7,67.2,6.04,162.8,4.35,653.9,903.4,3.39,71.0,186.0,22.6,58.0,air_cured,granite,2558,0.709,28,77.05
146886,PLANT_02,swing,0,A,273.9,51.1,33.2,7.21,138.2,4.84,733.8,902.8,2.2,85.0,126.0,27.2,73.0,sealed,granite,778,0.438,14,92.91
341612,PLANT_01,day,0,B,277.6,0.0,0.0,0.0,168.3,1.49,795.6,928.7,1.27,167.0,186.0,26.7,34.0,sealed,basalt,2514,0.54,14,86.14
698238,PLANT_03,day,6,C,275.9,91.6,0.0,6.58,178.6,6.23,571.6,1230.5,1.0,45.0,132.0,27.3,37.0,water_cured,basalt,4497,0.56,3,69.8
522131,PLANT_02,day,4,A,397.9,104.2,147.8,5.81,217.9,3.11,790.7,1020.7,5.94,,131.0,20.7,98.0,water_cured,basalt,108,-0.092,28,110.0
664759,PLANT_03,day,3,A,245.0,114.4,38.3,19.03,188.2,2.51,822.7,1084.7,2.78,60.0,153.0,29.8,43.0,sealed,granite,23,-1.637,90,108.18
530344,PLANT_04,day,1,A,351.1,29.0,0.0,3.95,153.4,3.37,782.9,1008.0,2.64,171.0,145.0,16.4,60.0,sealed,basalt,1330,0.134,28,102.48
733112,PLANT_03,day,0,C,341.1,0.0,48.6,0.0,139.0,6.77,705.7,856.0,1.45,133.0,172.0,29.4,68.0,water_cured,gravel,1177,-0.516,28,110.0
511480,PLANT_01,swing,1,B,397.2,69.3,66.0,7.15,169.8,4.93,778.4,994.4,1.0,,57.0,26.6,,air_cured,gravel,3865,-1.354,28,110.0
455288,PLANT_01,day,2,A,320.7,146.6,2.8,5.59,195.3,2.22,862.9,829.4,1.2,153.0,116.0,24.9,65.0,air_cured,granite,1902,-1.779,28,99.23
356342,PLANT_04,night,3,A,385.4,53.8,3.1,3.96,169.5,2.94,713.6,1147.3,5.32,126.0,78.0,20.2,58.0,air_cured,basalt,4387,-0.227,7,100.59
326488,PLANT_01,day,6,A,317.9,74.9,34.1,0.0,188.5,6.82,722.6,875.2,1.0,65.0,166.0,15.6,63.0,air_cured,granite,2073,-1.267,56,104.38
938194,PLANT_01,night,2,A,360.4,37.1,89.1,3.75,170.5,3.53,950.0,899.9,1.0,134.0,87.0,20.3,85.0,water_cured,gravel,3823,-1.734,7,98.27
785207,PLANT_01,day,2,B,224.8,22.3,39.5,0.37,192.9,5.12,753.8,1093.8,5.88,155.0,109.0,9.7,76.0,water_cured,gravel,4232,0.892,56,86.64
460600,PLANT_03,swing,3,C,180.0,86.2,100.8,3.27,135.1,5.61,609.2,882.2,1.0,137.0,167.0,27.6,77.0,water_cured,basalt,2352,1.12,56,107.87
497639,PLANT_02,swing,6,C,356.4,44.2,85.9,10.86,215.1,0.0,816.0,949.3,1.74,20.0,190.0,17.0,30.0,steam_cured,granite,1938,0.775,28,105.18
369701,PLANT_01,swing,5,A,360.2,72.2,24.7,0.0,147.2,6.53,764.2,650.0,2.67,184.0,163.0,17.4,74.0,air_cured,granite,3030,1.158,90,110.0
536892,PLANT_03,day,6,C,363.3,77.9,0.0,3.23,194.8,2.3,647.9,934.8,7.18,157.0,156.0,7.5,67.0,water_cured,gravel,4621,-1.271,14,90.09
116277,PLANT_03,day,4,A,293.3,69.1,24.8,9.33,168.2,3.28,598.6,1063.2,5.23,56.0,79.0,12.9,54.0,water_cured,limestone,1904,-0.18,90,108.08
256057,PLANT_03,day,0,A,434.3,80.7,58.7,2.84,172.1,7.08,746.2,892.3,1.92,88.0,84.0,38.0,98.0,water_cured,granite,34,-0.006,56,110.0
709927,PLANT_01,day,0,A,297.8,3.1,37.7,25.87,169.0,6.89,713.4,1058.3,1.27,44.0,75.0,15.8,39.0,water_cured,limestone,2889,0.348,56,106.99
320175,PLANT_01,day,0,B,359.5,0.0,63.5,6.99,181.4,4.99,583.1,977.7,1.0,173.0,83.0,27.4,64.0,water_cured,basalt,2240,0.062,28,101.77
227435,PLANT_01,day,4,A,371.6,47.7,73.9,0.0,186.4,5.46,710.3,1132.3,2.81,96.0,127.0,11.2,86.0,water_cured,granite,1190,-1.654,56,110.0
503069,PLANT_02,night,6,A,450.3,49.0,58.9,0.0,201.5,5.96,703.3,877.1,2.21,124.0,171.0,10.7,68.0,water_cured,basalt,2621,-0.621,365,110.0
482233,PLANT_01,day,3,A,307.8,21.3,22.6,0.0,210.2,6.86,713.1,946.2,1.0,110.0,170.0,19.9,30.0,air_cured,limestone,4147,0.082,28,78.78
527762,PLANT_02,swing,2,A,284.3,63.3,58.4,0.0,183.3,7.11,774.1,774.2,1.73,53.0,63.0,20.5,91.0,,gravel,4387,-0.431,56,107.54
365835,PLANT_01,day,6,A,225.1,100.0,135.6,9.3,217.8,4.22,526.2,967.1,2.26,77.0,118.0,15.8,34.0,water_cured,granite,1786,0.666,56,97.31
122178,PLANT_02,swing,6,A,438.7,115.3,0.0,0.0,177.3,2.53,597.7,921.0,3.0,80.0,109.0,20.0,43.0,water_cured,limestone,1617,0.443,28,110.0
227116,PLANT_01,day,0,A,359.5,127.7,56.9,2.35,201.9,3.49,666.4,1114.4,1.0,80.0,53.0,14.6,82.0,water_cured,basalt,2379,1.738,90,110.0
662009,PLANT_01,day,5,A,361.7,0.0,117.4,14.14,185.7,4.25,865.9,892.5,2.31,188.0,160.0,28.6,48.0,water_cured,basalt,3393,0.543,28,106.44
464697,PLANT_01,day,5,A,520.0,0.0,0.0,0.84,161.3,3.89,950.0,920.7,1.0,81.0,159.0,34.1,60.0,water_cured,granite,3858,1.183,28,110.0
944465,PLANT_01,swing,6,A,352.8,34.1,80.0,10.37,179.5,1.98,720.5,885.5,2.67,139.0,97.0,27.4,47.0,air_cured,limestone,1270,-0.779,7,90.78
761582,PLANT_01,swing,1,B,238.8,54.4,86.1,0.0,187.6,4.87,725.0,983.8,1.69,,108.0,10.5,66.0,sealed,limestone,4560,1.475,7,72.3
169320,PLANT_02,swing,2,A,316.3,36.9,0.0,2.04,174.2,0.86,451.2,1250.0,7.55,179.0,126.0,23.2,,water_cured,limestone,535,1.285,56,103.08
323315,PLANT_01,day,2,A,261.8,19.6,67.1,0.0,185.3,4.17,819.5,650.0,1.0,11.0,139.0,16.0,37.0,water_cured,granite,712,-0.244,28,92.85
489715,PLANT_04,swing,0,C,302.3,33.3,22.8,7.4,196.6,4.3,769.5,973.3,1.37,39.0,96.0,16.0,69.0,water_cured,granite,4027,-0.416,28,102.39
736947,PLANT_03,day,2,A,301.8,76.6,32.3,0.0,174.4,4.23,751.1,1144.4,1.0,186.0,89.0,25.0,34.0,water_cured,gravel,548,-0.296,14,94.23
742454,PLANT_03,swing,5,A,288.9,0.0,20.4,21.56,120.0,5.7,582.9,908.0,1.98,93.0,82.0,20.8,98.0,water_cured,basalt,4574,-1.562,28,102.58
282193,PLANT_02,swing,6,A,232.5,178.9,94.1,0.0,217.0,5.44,937.8,1053.8,1.52,155.0,202.0,20.8,48.0,water_cured,limestone,3414,-0.919,56,108.07
912358,PLANT_03,night,3,C,441.5,51.2,30.0,14.09,167.6,8.45,887.3,1144.8,2.14,83.0,184.0,20.4,75.0,air_cured,gravel,1046,0.49,90,110.0
293805,PLANT_01,swing,6,B,350.9,107.8,14.2,12.03,154.4,2.96,752.4,941.3,1.9,144.0,82.0,13.7,70.0,steam_cured,limestone,1528,1.218,3,85.38
896954,PLANT_01,swing,2,A,314.2,18.1,14.9,7.48,146.9,4.56,829.1,888.6,7.64,192.0,88.0,12.9,67.0,water_cured,basalt,2093,0.845,28,96.69
993720,PLANT_03,day,3,A,383.0,81.6,19.7,5.44,166.6,4.43,725.6,1111.0,2.86,141.0,83.0,18.0,57.0,air_cured,limestone,134,-0.99,28,104.18
114078,PLANT_02,day,5,A,363.0,55.5,0.0,19.84,160.9,4.34,810.3,1049.4,3.56,41.0,71.0,18.7,40.0,water_cured,limestone,4236,1.21,28,107.35
519044,PLANT_03,day,3,A,349.3,97.1,13.8,24.77,156.6,1.47,576.2,971.3,2.19,151.0,238.0,22.9,92.0,steam_cured,gravel,3013,0.987,28,110.0
416427,PLANT_02,day,5,A,377.9,39.1,40.3,3.34,157.9,1.63,469.9,1065.6,2.46,107.0,93.0,26.2,48.0,water_cured,granite,3022,0.267,28,110.0
835629,PLANT_04,day,2,B,339.4,135.3,53.2,6.26,188.2,4.01,580.4,1114.4,2.13,148.0,157.0,18.8,63.0,steam_cured,granite,1112,1.272,28,104.59
606468,PLANT_02,swing,3,C,376.9,0.0,89.2,0.58,225.8,0.85,631.3,972.6,2.16,105.0,107.0,21.2,59.0,sealed,limestone,2208,2.401,28,101.25
248216,PLANT_03,day,2,A,382.7,102.2,45.8,0.0,195.5,3.33,649.2,1022.8,1.27,62.0,111.0,26.4,83.0,sealed,basalt,3699,-0.204,28,105.77
495039,PLANT_01,day,1,B,341.4,56.5,13.6,8.7,203.1,2.7,769.3,1053.1,3.5,89.0,108.0,18.2,98.0,air_cured,gravel,40,-0.371,28,92.61
592286,PLANT_01,day,6,A,314.6,0.0,0.0,7.0,165.6,3.4,691.7,915.3,7.96,166.0,136.0,23.0,53.0,air_cured,gravel,4166,-0.55,56,98.0
805007,PLANT_03,day,4,B,437.1,157.4,48.3,0.0,177.6,6.26,716.8,1146.3,2.19,54.0,112.0,21.5,68.0,water_cured,limestone,1424,-0.38,56,110.0
623071,PLANT_02,day,1,B,296.5,151.7,29.7,8.65,185.7,1.84,589.7,835.7,1.0,204.0,156.0,17.8,84.0,sealed,limestone,2948,0.851,28,105.46
900835,PLANT_01,day,0,B,357.4,0.0,31.2,7.27,158.5,5.74,580.2,961.6,4.08,59.0,180.0,11.1,89.0,water_cured,limestone,3437,-1.496,56,110.0
742570,PLANT_01,day,2,C,359.0,59.7,46.8,0.19,164.4,2.86,724.5,1087.5,5.85,27.0,97.0,13.4,62.0,sealed,limestone,3849,-1.505,56,110.0
225794,PLANT_02,swing,2,B,287.3,88.8,58.4,0.0,196.4,3.11,660.4,832.1,1.33,171.0,129.0,27.3,63.0,water_cured,limestone,3018,0.415,7,77.23
802761,PLANT_03,swing,4,C,273.5,74.3,47.1,8.39,202.3,4.93,720.5,1102.0,1.0,55.0,68.0,8.7,88.0,sealed,limestone,2208,-0.169,28,93.21
820395,PLANT_01,day,2,B,305.2,133.4,27.3,17.87,176.7,3.45,779.9,1006.6,3.24,201.0,100.0,32.4,32.0,air_cured,basalt,4867,1.085,14,92.13
343526,PLANT_02,day,4,A,295.5,121.9,0.0,8.19,145.1,2.22,900.3,1165.5,2.24,106.0,121.0,15.3,81.0,sealed,basalt,398,-1.377,56,110.0
142663,PLANT_01,night,2,A,227.9,64.6,7.4,11.24,167.6,3.26,717.8,1065.8,3.03,181.0,112.0,7.6,51.0,sealed,limestone,1940,-0.446,7,67.56
667034,PLANT_02,night,0,A,284.4,175.2,73.2,0.0,139.0,0.45,919.5,957.2,2.06,141.0,116.0,16.2,68.0,water_cured,gravel,1932,-0.218,28,110.0
847861,PLANT_04,day,5,C,348.6,101.5,15.9,1.69,176.9,4.76,764.7,1012.4,1.74,181.0,144.0,5.0,66.0,air_cured,basalt,3895,0.718,14,93.72
723912,PLANT_02,swing,3,A,418.6,30.7,0.0,9.86,181.4,0.0,795.8,1017.5,1.0,84.0,155.0,8.1,54.0,water_cured,granite,3721,-0.142,28,109.37
732136,PLANT_02,day,5,B,368.8,19.6,87.2,0.0,168.2,5.78,835.8,1250.0,2.75,59.0,57.0,20.7,71.0,water_cured,limestone,3270,-0.851,180,110.0
719755,PLANT_04,swing,1,A,180.0,118.4,0.0,6.66,181.0,5.23,799.2,991.9,1.0,31.0,128.0,9.0,59.0,water_cured,basalt,636,0.406,28,89.13
774755,PLANT_03,day,1,A,374.9,6.4,36.6,8.95,185.4,7.2,631.8,960.7,3.49,162.0,107.0,9.4,83.0,water_cured,basalt,4964,0.006,90,110.0
299065,PLANT_03,day,6,A,290.9,27.5,57.1,4.69,181.4,8.36,839.1,952.6,3.33,74.0,101.0,20.4,51.0,water_cured,limestone,1554,-0.517,365,110.0
756258,PLANT_01,swing,5,A,361.7,36.8,35.1,7.55,145.0,5.87,678.9,1006.4,2.68,46.0,196.0,20.5,46.0,water_cured,limestone,3370,-1.262,90,110.0
811375,PLANT_02,day,6,A,329.0,69.6,0.0,5.46,168.7,2.75,753.2,821.2,4.81,80.0,65.0,23.5,67.0,water_cured,limestone,4240,0.937,7,79.41
616928,PLANT_04,day,3,A,316.5,39.4,52.6,0.02,185.2,8.35,734.6,926.4,1.61,51.0,118.0,21.6,64.0,sealed,basalt,4775,-0.32,56,108.61
697318,PLANT_01,day,4,A,322.8,0.0,94.7,0.0,214.5,1.61,845.9,838.3,1.57,152.0,199.0,19.6,92.0,water_cured,gravel,2844,-0.007,1,65.2
520289,PLANT_01,day,4,C,328.4,113.9,70.4,4.28,168.2,0.19,763.2,856.6,1.48,94.0,123.0,24.0,65.0,sealed,granite,4899,0.572,28,110.0
137225,PLANT_01,night,6,A,424.1,27.8,0.0,15.44,188.8,7.7,567.5,1092.6,2.32,77.0,86.0,26.3,65.0,sealed,gravel,362,-0.975,90,110.0
152818,PLANT_02,swing,5,A,328.6,161.1,130.7,13.2,197.0,5.2,950.0,983.7,1.85,25.0,111.0,20.4,43.0,water_cured,basalt,3468,0.633,28,110.0
624002,PLANT_02,day,3,A,406.0,66.7,0.0,2.24,170.1,0.25,811.8,876.1,1.43,86.0,223.0,23.5,68.0,water_cured,gravel,3270,0.731,28,110.0
497602,PLANT_04,swing,4,B,395.8,119.7,0.0,2.07,203.7,1.29,659.4,959.0,1.53,73.0,181.0,5.0,44.0,water_cured,basalt,4066,-0.717,28,107.8
126027,PLANT_02,day,6,A,376.7,84.7,70.2,1.48,205.1,5.1,594.9,945.6,2.59,158.0,100.0,16.9,62.0,water_cured,gravel,525,-0.447,56,110.0
690288,PLANT_02,day,2,B,204.9,122.3,55.4,1.48,209.5,2.26,824.4,987.4,4.49,166.0,205.0,30.1,48.0,water_cured,gravel,2613,-0.836,56,95.47
136644,PLANT_03,night,0,B,408.2,81.4,38.6,7.3,186.5,2.55,607.9,769.0,1.24,153.0,150.0,16.1,74.0,sealed,limestone,2181,-0.288,28,110.0
181999,PLANT_03,day,4,A,297.9,62.9,9.4,13.46,234.0,7.93,808.1,827.2,1.0,78.0,50.0,23.5,63.0,sealed,granite,2729,0.558,90,110.0
200475,PLANT_04,night,5,C,380.1,110.1,94.9,23.1,159.6,8.3,837.6,778.2,3.19,216.0,116.0,21.6,86.0,air_cured,limestone,2612,-1.31,7,97.41
239888,PLANT_01,day,3,B,261.9,186.7,33.2,0.0,228.1,4.29,648.5,854.1,1.0,82.0,227.0,15.6,47.0,steam_cured,gravel,610,-0.0,7,73.77
741298,PLANT_01,day,2,A,247.0,35.2,0.0,10.21,194.2,3.7,638.7,878.8,4.48,173.0,114.0,23.2,66.0,sealed,granite,2483,0.232,28,87.99
106582,PLANT_03,day,5,A,468.3,93.7,90.5,9.34,208.5,5.8,668.3,835.2,3.58,219.0,204.0,16.8,67.0,water_cured,gravel,3584,0.479,180,110.0
489087,PLANT_02,day,2,B,263.0,49.7,44.9,2.36,167.0,2.88,611.2,1087.0,3.8,124.0,73.0,16.5,62.0,water_cured,gravel,420,-1.237,14,86.1
127186,PLANT_02,day,6,A,410.2,77.8,85.2,0.0,196.1,0.0,745.3,1237.6,2.14,,76.0,16.5,84.0,air_cured,granite,1891,-0.575,14,98.38
